0.0393643	0.0374313	0.030911	0.0214483	1000	1.76
0.0345849	0.0335193	0.0233793	0.0942085	11.1803	2.148
0.0395381	0.0385051	0.0464451	0.0718787	4.24264	3.032
0.0339766	0.0337495	0.0223594	0.105875	7	1.68
0.0377132	0.036971	0.0293419	0.0805346	14.8661	1.12
0.0364967	0.0348233	0.0260468	0.0900687	13	1.76
0.0393643	0.038275	0.0307541	0.0297279	1.41421	1.996
0.0393643	0.0381216	0.0327939	0.0292261	1	2.062
0.0400595	0.037508	0.0417378	0.0634736	88.6002	0.55
0.0392774	0.0365108	0.0362459	0.0535632	93.8616	1.2
0.0400595	0.0373545	0.0355398	0.0617173	28.0713	0.08
0.0404071	0.0433375	0.0502109	0.0752658	12.3693	0.176
0.0354539	0.0346699	0.027459	0.0850508	6.40312	5.021538462
0.0380608	0.0367409	0.0320094	0.0746385	12.7279	6.352
0.0350194	0.0347466	0.0271452	0.0878106	57.4282	17.812
0.0357146	0.0343631	0.0276943	0.0804092	20.025	17.94
0.0343242	0.0327523	0.0239285	0.0866816	38.1838	15.204
0.0341504	0.0322154	0.0243992	0.0885633	59.4643	7.184
0.0338028	0.0332892	0.0218102	0.108133	40.2244	3.228
0.0331946	0.0325222	0.0215749	0.100983	45.1774	5.972
0.0389298	0.0394256	0.0345984	0.0332405	1.41421	4.524
0.0420581	0.0408062	0.0423654	0.0731331	12.6491	0.533333333
0.0345849	0.0352835	0.0247131	0.105123	34.3657	0.372
0.034498	0.0337495	0.023144	0.100356	28.8617	0.272
0.036236	0.0345165	0.0253407	0.0891906	7.2111	1.41
0.0358015	0.0339029	0.0261252	0.0875597	9.84886	3.7
0.0364967	0.0344398	0.0285573	0.0874343	9.05539	9.2
0.0375394	0.0366642	0.0338923	0.0812873	6.7082	3.2125
0.0414498	0.0422636	0.0426792	0.0741367	5.65685	4
0.0423188	0.0418034	0.0411101	0.0451581	3.60555	4.688
0.0365836	0.0346699	0.0276943	0.0807855	11.6619	28.576
0.0335421	0.0324455	0.0232224	0.0953376	11.6619	30.136
0.0341504	0.0322154	0.0235362	0.0975956	12.3693	7.424
0.0348456	0.0335193	0.036089	0.0610901	13.8924	0.033333333
0.0342373	0.0312949	0.0269098	0.0663589	35.7351	0.066666667
0.0344111	0.0312182	0.025733	0.055194	7.28011	0.036855037
0.038756	0.0368943	0.0358536	0.069746	9.8995	0.037593985
0.0351063	0.0340563	0.027459	0.0755167	4.24264	0.2
0.038756	0.0391955	0.044876	0.0681152	3.16228	0.03649635
0.0359753	0.0332892	0.0322447	0.055194	38.2099	0.152
0.0408415	0.0393489	0.0367951	0.078402	28.4253	0.17
0.0380608	0.0383517	0.0432284	0.0633482	2.82843	1.66
0.0380608	0.0391187	0.037815	0.0633482	11.1803	2.568
0.0351932	0.0342864	0.0273021	0.0671116	36.6742	0
0.0364098	0.0345932	0.0270667	0.0873088	45.8912	0.912
0.036236	0.0345165	0.0279297	0.0445308	5.65685	1.296
0.038756	0.0366642	0.0323232	0.0386348	3	3.948
0.0419712	0.0402693	0.0404825	0.0496742	4.12311	11.66
0.0450126	0.0420335	0.0399333	0.059961	22.8473	16.48
0.0369312	0.0334426	0.0263606	0.0397638	17.4929	9.92
0.0354539	0.031525	0.0270667	0.0534377	47.8539	0
0.0381477	0.0358205	0.0289496	0.0349967	18.6815	29.384
0.0384953	0.0355904	0.0284004	0.0255881	1000	16.36
0.0378001	0.0349	0.026596	0.0254626	1000	11.452
0.0391905	0.0358205	0.030048	0.038133	2	12.872
0.0457078	0.0453318	0.0400902	0.0663589	4.24264	8.392
0.0358884	0.033596	0.0265175	0.0839217	29.2746	11.985
0.0352801	0.0343631	0.02487	0.0895669	13.0384	7.84
0.0340635	0.0349	0.0220456	0.11704	147.275	0.586666667
0.035367	0.032829	0.02385	0.0720041	71.0211	1.564
0.034498	0.0317551	0.024007	0.0712514	37.2156	2.976
0.0351932	0.0332125	0.0226732	0.110642	17.72	0.584
0.0360622	0.0327523	0.026596	0.071126	7.07107	0.672
0.0373656	0.0349	0.0287143	0.077273	343.943	0.692
0.0363229	0.0344398	0.0268313	0.0945849	388.96	0.728
0.0350194	0.0336728	0.0234578	0.102488	249.329	0.608
0.034498	0.0324455	0.0218887	0.104244	199.023	0.476
0.0352801	0.033596	0.0233009	0.0950867	286.763	0.656
0.0344111	0.0317551	0.0219671	0.0911978	135.351	0.6
0.0342373	0.0316017	0.0210257	0.101485	286.686	0.548
0.0338897	0.0312949	0.0209472	0.110768	125.004	0.416
0.0347587	0.0326756	0.0242423	0.102363	285.792	0.52
0.0340635	0.0310648	0.0207903	0.108635	187.128	0.592
0.0349325	0.0322154	0.0225948	0.102112	152.069	0.596
0.0338028	0.0318319	0.0211826	0.107882	183.221	0.592
0.034498	0.0342864	0.0227517	0.107004	64.0312	0.516
0.0346718	0.0326756	0.0224379	0.0930795	122.931	0.56
0.0338028	0.0339796	0.022281	0.103241	119	0.568
0.0340635	0.0332892	0.0219671	0.103994	168.146	0.660606061
0.0417974	0.0385818	0.0333431	0.0721296	28.2312	1.666666667
0.0405809	0.0380449	0.0371089	0.0376312	9.43398	0.269607843
0.0397119	0.0368176	0.0331862	0.0643517	9.8995	1.212121212
0.0470113	0.0447181	0.0470727	0.0664844	8.544	0.272045028
0.0418843	0.0347466	0.0272236	0.047918	12.083	2.049595142
0.0462292	0.0438744	0.0450329	0.0525596	4.47214	0.124069479
0.0404071	0.0360506	0.0314602	0.0582048	7.07107	1.221719457
0.0415367	0.0430307	0.0445621	0.0659826	6.08276	0.607940447
0.0424057	0.0391187	0.04213	0.0575775	79.9812	0.874125874
0.0410153	0.039042	0.0410317	0.0395129	20.0998	0.74754902
0.0417974	0.0410363	0.0415024	0.0318605	3.16228	0.037128713
0.0477065	0.0470193	0.0502109	0.0572012	2.82843	0.661938534
0.050661	0.0553033	0.0623714	0.0815382	7.81025	1.103979461
0.0364967	0.0342097	0.0254191	0.0853017	14.7648	4.318507891
0.0530941	0.0557635	0.0637836	0.0851762	8.06226	1.116594695
0.0464899	0.0423403	0.0371089	0.0543158	4	0.774378585
-1	-1	-1	-1	1000	0.176029963
-1	-1	-1	-1	1000	0.11965812
-1	-1	-1	-1	1000	0
-1	-1	-1	-1	1000	0
-1	-1	-1	-1	1000	0
-1	-1	-1	-1	1000	0.763888889
-1	-1	-1	-1	1000	0
-1	-1	-1	-1	1000	0.267857143
-1	-1	-1	-1	1000	0.225
-1	-1	-1	-1	1000	0.4
-1	-1	-1	-1	1000	0.559440559
-1	-1	-1	-1	1000	0.2
-1	-1	-1	-1	1000	0
-1	-1	-1	-1	1000	0
