0.0457078	0.0441812	0.0378935	0.0268426	-0.00458221	1.76
0.0429271	0.0395023	0.0313817	0.0456599	0.00846217	2.148
0.0431878	0.0405761	0.0407178	0.0632227	0.0136888	3.032
0.043014	0.0388119	0.0302834	0.0239573	-0.00279414	1.68
0.046403	0.0458687	0.0469158	0.0696206	0.0135642	1.12
0.0426664	0.0402693	0.0333431	0.0699969	0.0248273	1.76
0.0457078	0.0431841	0.0371874	0.0298533	-0.00326586	1.996
0.0458816	0.0441045	0.0387565	0.0278462	-0.00456153	2.062
0.0444913	0.0414966	0.039541	0.0659826	0.0165336	0.55
0.0445781	0.0410363	0.0398548	0.0554449	0.0090702	1.2
-1	-1	-1	-1	1000	0.08
-1	-1	-1	-1	1000	0.176
-1	-1	-1	-1	1000	5.021538462
-1	-1	-1	-1	1000	6.352
-1	-1	-1	-1	1000	17.812
-1	-1	-1	-1	1000	17.94
0.0420581	0.0385051	0.031774	0.0687424	0.0252824	15.204
0.0411022	0.0368176	0.0280082	0.0885633	0.0460058	7.184
0.0411891	0.0374313	0.0275374	0.0656062	0.026814	3.228
0.0423188	0.0381983	0.0294203	0.0441545	0.00884241	5.972
0.0414498	0.0365108	0.0280082	0.028348	0.000170927	4.524
0.0434485	0.0418801	0.0409532	0.0753912	0.0223158	0.533333333
0.042145	0.037508	0.0324801	0.0528105	0.0125882	0.372
0.0450995	0.0411898	0.034363	0.0357494	0.000706923	0.272
0.0442306	0.0414966	0.0345984	0.0713769	0.0247712	1.41
0.0444913	0.0414199	0.0404825	0.061341	0.0125657	3.7
0.0424926	0.0398858	0.0327939	0.0694951	0.0249348	9.2
0.043883	0.0407295	0.0324801	0.049047	0.00996671	3.2125
0.0476196	0.0442579	0.0405609	0.0408928	0.000166623	4
0.0466637	0.044488	0.0407963	0.0324878	-0.00368328	4.688
0.0432747	0.0398091	0.0335785	0.0408928	0.00401639	28.576
0.0415367	0.038275	0.0319309	0.0658571	0.0228482	30.136
0.0405809	0.0367409	0.0287927	0.0554449	0.0175424	7.424
-1	-1	-1	-1	1000	0.033333333
-1	-1	-1	-1	1000	0.066666667
-1	-1	-1	-1	1000	0.036855037
-1	-1	-1	-1	1000	0.037593985
-1	-1	-1	-1	1000	0.2
-1	-1	-1	-1	1000	0.03649635
-1	-1	-1	-1	1000	0.152
-1	-1	-1	-1	1000	0.17
-1	-1	-1	-1	1000	1.66
-1	-1	-1	-1	1000	2.568
-1	-1	-1	-1	1000	0
-1	-1	-1	-1	1000	0.912
-1	-1	-1	-1	1000	1.296
-1	-1	-1	-1	1000	3.948
-1	-1	-1	-1	1000	11.66
-1	-1	-1	-1	1000	16.48
-1	-1	-1	-1	1000	9.92
-1	-1	-1	-1	1000	0
-1	-1	-1	-1	1000	29.384
-1	-1	-1	-1	1000	16.36
-1	-1	-1	-1	1000	11.452
-1	-1	-1	-1	1000	12.872
-1	-1	-1	-1	1000	8.392
0.0447519	0.0408829	0.0359321	0.0607137	0.015568	11.985
0.0445781	0.0413432	0.0359321	0.0652299	0.0188914	7.84
